trial,event,mode,direct_delta_s,direct_delta_w,found,delta_s,delta_w,accepted_hits,coverage_all8,coverage_7double
1,2,pixel_only,0.05175615583230785,0.6784951316863743,True,0.051756155832299144,0.678495131686356,16,True,True
1,2,rphi_only,0.05175736536875177,0.6803026481055789,True,0.051757365368791546,0.6803026481162763,16,True,True
1,2,z_only,0.6188004327189357,0.68077434071006,False,0.2834264827894256,0.7543991220687215,13,False,False
1,2,full,0.6168784649768977,0.6843137786014992,False,0.2834048627372999,0.7573192881937394,13,False,False
1,3,pixel_only,0.0511242567672788,0.6017030450073345,True,0.05112425676700084,0.6017030450073345,16,True,True
1,3,rphi_only,0.05112086464483646,0.6047910080456314,True,0.05112086464563029,0.604791008057665,16,True,True
1,3,z_only,0.6016458785757028,0.9238685198153014,False,0.2227605380830182,0.9876514652266597,10,False,False
1,3,full,0.6047201827849873,0.9238772261350914,False,0.22920495657970208,0.9881303541713349,10,False,False
1,4,pixel_only,0.0517774801522213,1.6336562455597636,True,0.05177748015169912,1.6336562455642183,16,True,True
1,4,rphi_only,0.051777207648379175,1.6214941358461292,True,0.05177720764816,1.6214941358483725,16,True,True
1,4,z_only,0.8702106240595375,1.6690916119425023,False,,,0,False,False
1,4,full,0.867980819851155,1.6583581229852289,False,,,0,False,False
1,5,pixel_only,0.05176988682075039,0.7806915179459026,True,0.05176988682035931,0.780691517936578,16,True,True
1,5,rphi_only,0.0517699461083433,0.7832666876724007,True,0.051769946107976236,0.7832666876723895,16,True,True
1,5,z_only,0.7211778223546527,0.8291975616524615,False,,,0,False,False
